source,destination,timestamp,protocol
147.32.84.206,147.32.80.9,2011-08-17 15:43:29.759678,UDP
147.32.84.209,147.32.80.9,2011-08-17 15:43:35.175418,UDP
147.32.84.191,147.32.80.9,2011-08-17 15:43:36.981188,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:43:46.902113,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:43:47.091616,UDP
147.32.84.193,69.89.31.225,2011-08-17 15:43:49.346535,TCP
147.32.84.193,81.169.145.102,2011-08-17 15:44:00.161465,TCP
147.32.84.191,147.32.80.9,2011-08-17 15:44:02.196735,UDP
147.32.84.206,64.191.128.15,2011-08-17 15:44:06.539158,TCP
147.32.84.208,46.4.36.120,2011-08-17 15:44:11.525656,TCP
147.32.84.192,147.32.80.9,2011-08-17 15:44:11.622988,UDP
147.32.84.204,147.32.80.9,2011-08-17 15:44:17.880960,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:44:27.028289,UDP
147.32.84.193,147.32.80.9,2011-08-17 15:44:37.065480,UDP
147.32.84.165,64.12.90.34,2011-08-17 15:44:48.108193,TCP
147.32.84.208,46.4.36.120,2011-08-17 15:44:53.828047,TCP
147.32.84.207,212.117.177.186,2011-08-17 15:44:55.101220,TCP
147.32.84.204,147.32.80.9,2011-08-17 15:45:20.132104,UDP
147.32.84.205,147.32.80.9,2011-08-17 15:45:26.195424,UDP
147.32.84.192,46.4.36.120,2011-08-17 15:45:43.760318,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:45:53.725799,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:45:55.333091,UDP
147.32.84.192,217.163.21.34,2011-08-17 15:46:11.388232,TCP
147.32.84.192,147.32.80.9,2011-08-17 15:46:25.722827,UDP
147.32.84.191,147.32.80.9,2011-08-17 15:46:33.361318,UDP
147.32.84.207,212.247.156.1,2011-08-17 15:46:47.575808,TCP
147.32.84.205,147.32.80.9,2011-08-17 15:46:54.963246,UDP
147.32.84.206,64.244.243.4,2011-08-17 15:47:04.213290,TCP
147.32.84.191,208.65.145.12,2011-08-17 15:47:16.821585,TCP
147.32.84.204,74.125.232.192,2011-08-17 15:47:20.421831,TCP
147.32.84.207,212.117.177.186,2011-08-17 15:47:25.428844,TCP
147.32.84.207,80.67.18.126,2011-08-17 15:47:26.632308,TCP
147.32.84.205,212.117.177.186,2011-08-17 15:47:32.266125,TCP
147.32.84.209,94.245.116.17,2011-08-17 15:47:52.429229,TCP
147.32.84.209,46.4.36.120,2011-08-17 15:47:52.994256,TCP
147.32.84.204,204.12.234.66,2011-08-17 15:48:03.357175,TCP
147.32.84.165,209.37.134.23,2011-08-17 15:48:03.645802,TCP
147.32.84.204,147.32.80.9,2011-08-17 15:48:04.478589,UDP
147.32.84.207,147.32.80.9,2011-08-17 15:48:20.839257,UDP
147.32.84.207,147.32.80.9,2011-08-17 15:48:23.338290,UDP
147.32.84.208,147.32.80.9,2011-08-17 15:48:26.440362,UDP
147.32.84.209,147.32.80.9,2011-08-17 15:48:39.151344,UDP
147.32.84.208,74.125.39.27,2011-08-17 15:48:40.927992,TCP
147.32.84.204,94.100.176.20,2011-08-17 15:48:44.494335,TCP
147.32.84.204,147.32.80.9,2011-08-17 15:48:53.940753,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:48:54.561160,UDP
147.32.84.205,74.6.136.244,2011-08-17 15:49:04.335824,TCP
147.32.84.192,147.32.80.9,2011-08-17 15:49:10.546614,UDP
147.32.84.205,212.117.177.186,2011-08-17 15:49:35.573411,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:49:37.180758,UDP
147.32.84.192,212.117.161.86,2011-08-17 15:49:49.475564,TCP
147.32.80.9,147.32.84.205,2011-08-17 15:49:54.984359,UDP
147.32.80.9,147.32.84.205,2011-08-17 15:49:55.114084,UDP
147.32.80.9,147.32.84.205,2011-08-17 15:49:55.246114,UDP
147.32.84.191,74.125.39.27,2011-08-17 15:50:01.967110,TCP
147.32.84.205,147.32.80.9,2011-08-17 15:50:05.939992,UDP
147.32.84.191,147.32.80.9,2011-08-17 15:50:20.381634,UDP
147.32.84.207,66.230.152.178,2011-08-17 15:50:28.092190,TCP
147.32.84.193,72.167.238.201,2011-08-17 15:50:37.501454,TCP
147.32.84.192,147.32.80.9,2011-08-17 15:50:56.099103,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:50:56.147798,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:51:01.987442,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:51:03.880215,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:51:08.221464,UDP
147.32.84.206,65.55.16.187,2011-08-17 15:51:10.340080,TCP
147.32.84.165,87.248.203.254,2011-08-17 15:51:12.758083,TCP
147.32.84.204,216.108.1.129,2011-08-17 15:51:16.117427,TCP
147.32.84.207,147.32.80.9,2011-08-17 15:51:17.715359,UDP
147.32.84.204,147.32.80.9,2011-08-17 15:51:23.428807,UDP
147.32.84.207,147.32.80.9,2011-08-17 15:51:25.035955,UDP
147.32.84.205,147.32.80.9,2011-08-17 15:51:28.567377,UDP
147.32.84.207,147.32.80.9,2011-08-17 15:51:33.318346,UDP
147.32.84.205,65.208.166.172,2011-08-17 15:51:39.090112,TCP
147.32.84.208,66.94.237.64,2011-08-17 15:51:43.788053,TCP
147.32.84.205,147.32.80.9,2011-08-17 15:51:46.852461,UDP
147.32.84.209,147.32.80.9,2011-08-17 15:52:01.177701,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:52:08.174965,UDP
147.32.84.206,205.188.156.193,2011-08-17 15:52:20.765172,TCP
147.32.84.209,147.32.80.9,2011-08-17 15:52:23.175186,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:52:30.350801,UDP
147.32.84.191,74.125.235.49,2011-08-17 15:52:32.672927,TCP
147.32.84.165,212.27.48.6,2011-08-17 15:52:37.823994,TCP
147.32.84.206,94.127.76.180,2011-08-17 15:52:39.392254,TCP
147.32.84.193,74.125.39.27,2011-08-17 15:52:42.024297,TCP
147.32.84.205,216.32.180.22,2011-08-17 15:52:48.790551,TCP
147.32.80.9,147.32.84.206,2011-08-17 15:52:51.406356,UDP
147.32.80.9,147.32.84.209,2011-08-17 15:52:51.571282,UDP
147.32.80.9,147.32.84.206,2011-08-17 15:52:51.641709,UDP
147.32.84.165,82.216.111.1,2011-08-17 15:52:52.244636,TCP
147.32.84.209,147.32.80.9,2011-08-17 15:53:16.731549,UDP
147.32.84.193,147.32.80.9,2011-08-17 15:53:26.088830,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:53:31.671464,UDP
147.32.84.209,147.32.80.9,2011-08-17 15:53:31.934089,UDP
147.32.84.205,147.32.80.9,2011-08-17 15:53:38.566216,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:53:40.449902,UDP
147.32.84.209,147.32.80.9,2011-08-17 15:53:51.101467,UDP
147.32.84.204,147.32.80.9,2011-08-17 15:54:02.035724,UDP
147.32.84.208,147.32.80.9,2011-08-17 15:54:04.747796,UDP
147.32.84.207,204.202.243.72,2011-08-17 15:54:06.182678,TCP
147.32.84.207,147.32.80.9,2011-08-17 15:54:15.121027,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:54:22.596926,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:54:25.039549,UDP
147.32.84.207,65.54.234.78,2011-08-17 15:54:26.810933,TCP
147.32.84.209,147.32.80.9,2011-08-17 15:54:27.414768,UDP
147.32.84.208,147.32.80.9,2011-08-17 15:54:38.251300,UDP
147.32.84.208,147.32.80.9,2011-08-17 15:54:42.348213,UDP
147.32.84.208,46.4.36.120,2011-08-17 15:54:59.671385,TCP
147.32.84.206,147.32.80.9,2011-08-17 15:55:05.648750,UDP
147.32.84.209,208.80.152.186,2011-08-17 15:55:10.426574,TCP
147.32.84.209,147.32.80.9,2011-08-17 15:55:15.884506,UDP
147.32.84.207,147.32.80.9,2011-08-17 15:55:16.306217,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:55:22.291718,UDP
147.32.84.206,61.17.216.92,2011-08-17 15:55:24.180198,TCP
147.32.84.204,147.32.80.9,2011-08-17 15:55:27.378181,UDP
147.32.84.207,180.222.96.138,2011-08-17 15:55:33.507759,TCP
147.32.84.191,147.32.80.9,2011-08-17 15:55:43.097666,UDP
147.32.84.165,147.32.80.9,2011-08-17 15:55:48.543317,UDP
147.32.84.205,68.179.10.145,2011-08-17 15:56:07.266901,TCP
147.32.84.193,147.32.80.9,2011-08-17 15:56:09.845324,UDP
147.32.84.192,74.6.136.244,2011-08-17 15:56:11.076457,TCP
147.32.84.204,147.32.80.9,2011-08-17 15:56:13.903266,UDP
147.32.84.209,147.32.80.9,2011-08-17 15:56:18.555847,UDP
147.32.84.193,65.54.188.94,2011-08-17 15:56:20.520577,TCP
147.32.84.207,147.32.80.9,2011-08-17 15:56:25.763107,UDP
147.32.84.207,74.125.39.27,2011-08-17 15:56:30.589979,TCP
147.32.84.205,147.32.80.9,2011-08-17 15:56:53.242598,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:56:53.253486,UDP
147.32.84.204,147.32.80.9,2011-08-17 15:56:57.378831,UDP
147.32.84.208,64.12.90.98,2011-08-17 15:57:03.068256,TCP
147.32.84.206,195.113.232.88,2011-08-17 15:57:05.329887,TCP
147.32.84.208,147.32.80.9,2011-08-17 15:57:08.446519,UDP
147.32.84.208,147.32.80.9,2011-08-17 15:57:08.520328,UDP
147.32.84.191,147.32.80.9,2011-08-17 15:57:12.026800,UDP
147.32.84.192,147.32.80.9,2011-08-17 15:57:17.683005,UDP
147.32.84.207,147.32.80.9,2011-08-17 15:57:21.033515,UDP
147.32.84.206,147.32.80.9,2011-08-17 15:57:25.710216,UDP
147.32.84.208,142.77.1.56,2011-08-17 15:57:40.321907,TCP
147.32.84.191,147.32.80.9,2011-08-17 15:57:47.476308,UDP
147.32.84.208,76.96.62.116,2011-08-17 15:57:52.339205,TCP
147.32.84.165,147.32.80.9,2011-08-17 15:58:00.452300,UDP
147.32.84.191,147.32.80.9,2011-08-17 15:58:02.224399,UDP
147.32.84.205,147.32.80.9,2011-08-17 15:58:05.108003,UDP
147.32.84.205,147.32.80.9,2011-08-17 15:58:32.898748,UDP
147.32.84.192,117.202.118.60,2011-08-17 15:58:37.487792,TCP
147.32.84.207,78.47.240.94,2011-08-17 15:58:48.020087,TCP
147.32.84.205,217.218.119.45,2011-08-17 15:58:56.241177,TCP
147.32.84.208,147.32.80.9,2011-08-17 15:58:56.251984,UDP
147.32.84.205,147.32.80.9,2011-08-17 15:59:12.095742,UDP
147.32.84.207,147.32.80.9,2011-08-17 15:59:17.131657,UDP
147.32.84.192,46.4.36.120,2011-08-17 15:59:25.565050,TCP
147.32.84.204,147.32.80.9,2011-08-17 15:59:29.172251,UDP
147.32.84.206,98.139.175.225,2011-08-17 15:59:37.938185,TCP
147.32.84.205,74.125.47.27,2011-08-17 15:59:42.308971,TCP
147.32.84.204,147.32.80.9,2011-08-17 15:59:46.564430,UDP
147.32.84.204,147.32.80.9,2011-08-17 16:00:14.696825,UDP
147.32.84.206,147.32.80.9,2011-08-17 16:00:15.409387,UDP
147.32.84.191,147.32.80.9,2011-08-17 16:00:25.325012,UDP
147.32.84.192,147.32.80.9,2011-08-17 16:00:25.732454,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:00:31.609659,UDP
147.32.84.165,147.32.80.9,2011-08-17 16:00:42.431320,UDP
147.32.84.204,147.32.80.9,2011-08-17 16:00:42.434306,UDP
147.32.84.207,147.32.80.9,2011-08-17 16:00:45.892801,UDP
147.32.84.207,212.117.177.186,2011-08-17 16:00:49.447447,TCP
147.32.84.193,147.32.80.9,2011-08-17 16:00:52.517434,UDP
147.32.84.207,147.32.80.9,2011-08-17 16:01:04.598289,UDP
147.32.84.209,46.4.36.120,2011-08-17 16:01:10.148847,TCP
147.32.84.204,147.32.80.9,2011-08-17 16:01:24.159884,UDP
147.32.84.206,147.32.80.9,2011-08-17 16:01:33.346883,UDP
147.32.84.204,147.32.80.9,2011-08-17 16:01:37.443455,UDP
147.32.84.192,65.55.37.72,2011-08-17 16:01:45.534858,TCP
147.32.84.193,147.32.80.9,2011-08-17 16:01:48.226412,UDP
147.32.84.205,147.32.80.9,2011-08-17 16:01:50.104387,UDP
147.32.84.209,82.103.89.116,2011-08-17 16:01:52.810541,TCP
147.32.84.193,147.32.80.9,2011-08-17 16:01:59.489061,UDP
147.32.80.9,147.32.84.204,2011-08-17 16:02:13.255067,UDP
147.32.80.9,147.32.84.204,2011-08-17 16:02:13.272898,UDP
147.32.84.193,74.125.148.11,2011-08-17 16:02:16.028994,TCP
147.32.84.209,147.32.80.9,2011-08-17 16:02:18.658865,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:02:21.432554,UDP
147.32.84.165,147.32.80.9,2011-08-17 16:02:28.725588,UDP
147.32.84.165,195.190.13.78,2011-08-17 16:02:36.026211,TCP
147.32.84.208,147.32.80.9,2011-08-17 16:02:45.222896,UDP
147.32.84.208,194.25.134.8,2011-08-17 16:02:49.058228,TCP
147.32.84.205,64.13.140.3,2011-08-17 16:02:49.279519,TCP
147.32.84.206,147.32.80.9,2011-08-17 16:02:51.659669,UDP
147.32.84.191,147.32.80.9,2011-08-17 16:03:00.860406,UDP
147.32.84.209,193.213.115.10,2011-08-17 16:03:01.475356,TCP
147.32.84.193,194.150.253.2,2011-08-17 16:03:03.416150,TCP
147.32.84.204,147.32.80.9,2011-08-17 16:03:05.360268,UDP
147.32.84.192,147.32.80.9,2011-08-17 16:03:08.329587,UDP
147.32.84.205,147.32.80.9,2011-08-17 16:03:14.998236,UDP
147.32.84.204,147.32.80.9,2011-08-17 16:03:16.372448,UDP
147.32.84.206,147.32.80.9,2011-08-17 16:03:19.776718,UDP
147.32.84.192,147.32.80.9,2011-08-17 16:03:23.098488,UDP
147.32.84.206,147.32.80.9,2011-08-17 16:03:31.943181,UDP
147.32.84.193,147.32.80.9,2011-08-17 16:03:32.123828,UDP
147.32.84.209,147.32.80.9,2011-08-17 16:03:41.490537,UDP
147.32.84.191,147.32.80.9,2011-08-17 16:03:43.973567,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:03:50.936423,UDP
147.32.84.206,65.54.234.24,2011-08-17 16:03:51.042155,TCP
147.32.84.206,147.32.80.9,2011-08-17 16:03:52.620993,UDP
147.32.84.208,74.125.232.218,2011-08-17 16:03:53.250829,TCP
147.32.84.192,147.32.80.9,2011-08-17 16:04:10.587370,UDP
147.32.84.165,147.32.80.9,2011-08-17 16:04:11.954212,UDP
147.32.84.193,98.139.54.60,2011-08-17 16:04:13.317363,TCP
147.32.84.207,147.32.80.9,2011-08-17 16:04:21.554198,UDP
147.32.84.165,147.32.80.9,2011-08-17 16:04:43.099961,UDP
147.32.84.193,122.157.89.120,2011-08-17 16:04:50.470969,TCP
147.32.84.204,147.32.80.9,2011-08-17 16:04:56.512525,UDP
147.32.84.205,147.32.80.9,2011-08-17 16:04:58.352318,UDP
147.32.80.9,147.32.84.208,2011-08-17 16:05:00.316217,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:05:00.581986,UDP
147.32.80.9,147.32.84.165,2011-08-17 16:05:02.493080,UDP
147.32.84.192,147.32.80.9,2011-08-17 16:05:06.845668,UDP
147.32.84.191,74.53.70.162,2011-08-17 16:05:17.578527,TCP
147.32.84.208,147.32.80.9,2011-08-17 16:05:24.859693,UDP
147.32.84.193,147.32.80.9,2011-08-17 16:05:39.721964,UDP
147.32.84.209,212.117.177.186,2011-08-17 16:05:40.082971,TCP
147.32.84.193,147.32.80.9,2011-08-17 16:05:45.192463,UDP
147.32.84.192,46.4.36.120,2011-08-17 16:05:48.821900,TCP
147.32.84.192,147.32.80.9,2011-08-17 16:05:53.971442,UDP
147.32.84.192,147.32.80.9,2011-08-17 16:05:55.805872,UDP
147.32.84.192,65.54.188.72,2011-08-17 16:05:56.845458,TCP
147.32.84.206,65.55.92.152,2011-08-17 16:05:56.918178,TCP
147.32.84.207,12.14.224.74,2011-08-17 16:06:04.777378,TCP
147.32.84.192,147.32.80.9,2011-08-17 16:06:18.136501,UDP
147.32.84.192,147.32.80.9,2011-08-17 16:06:24.270309,UDP
147.32.84.204,195.113.232.89,2011-08-17 16:06:35.486865,TCP
147.32.84.209,91.220.0.52,2011-08-17 16:06:44.402569,TCP
147.32.84.205,216.157.130.15,2011-08-17 16:06:55.010147,TCP
147.32.84.206,147.32.80.9,2011-08-17 16:07:04.747157,UDP
147.32.84.206,147.32.80.9,2011-08-17 16:07:07.111668,UDP
147.32.84.209,147.32.80.9,2011-08-17 16:07:30.202512,UDP
147.32.80.9,147.32.84.192,2011-08-17 16:07:32.787516,UDP
147.32.84.191,147.32.80.9,2011-08-17 16:07:35.107067,UDP
147.32.84.205,212.117.177.186,2011-08-17 16:07:35.546987,TCP
147.32.84.191,147.32.80.9,2011-08-17 16:07:42.681442,UDP
147.32.84.165,65.55.92.152,2011-08-17 16:07:53.905580,TCP
147.32.84.209,147.32.80.9,2011-08-17 16:07:53.917127,UDP
147.32.84.208,87.247.62.237,2011-08-17 16:07:54.000331,TCP
147.32.84.193,158.28.238.130,2011-08-17 16:07:54.318888,TCP
147.32.84.207,147.32.80.9,2011-08-17 16:07:58.769741,UDP
147.32.84.204,147.32.80.9,2011-08-17 16:08:01.083469,UDP
147.32.84.165,147.32.80.9,2011-08-17 16:08:02.658289,UDP
147.32.84.209,147.32.80.9,2011-08-17 16:08:12.382190,UDP
147.32.84.193,147.32.80.9,2011-08-17 16:08:29.089361,UDP
147.32.84.207,147.32.80.9,2011-08-17 16:08:39.442262,UDP
147.32.80.9,147.32.84.165,2011-08-17 16:08:56.959447,UDP
147.32.84.207,147.32.80.9,2011-08-17 16:08:57.267928,UDP
147.32.84.205,147.32.80.9,2011-08-17 16:08:59.087542,UDP
147.32.84.165,147.32.80.9,2011-08-17 16:09:05.759887,UDP
147.32.84.207,76.96.62.116,2011-08-17 16:09:08.384880,TCP
147.32.84.208,65.54.188.94,2011-08-17 16:09:17.703338,TCP
147.32.84.207,147.32.80.9,2011-08-17 16:09:24.329173,UDP
147.32.84.205,147.32.80.9,2011-08-17 16:09:28.548557,UDP
147.32.84.209,77.29.95.221,2011-08-17 16:09:31.804541,TCP
147.32.84.207,147.32.80.9,2011-08-17 16:09:41.461875,UDP
147.32.84.205,61.17.216.94,2011-08-17 16:09:44.456751,TCP
147.32.84.193,180.222.96.138,2011-08-17 16:09:58.807913,TCP
147.32.84.209,147.32.80.9,2011-08-17 16:10:03.043740,UDP
147.32.84.165,147.32.80.9,2011-08-17 16:10:19.871128,UDP
147.32.84.165,212.108.200.82,2011-08-17 16:10:20.591436,TCP
147.32.84.165,147.32.80.9,2011-08-17 16:10:27.379279,UDP
147.32.80.9,147.32.84.165,2011-08-17 16:10:32.522216,UDP
147.32.80.9,147.32.84.165,2011-08-17 16:10:32.758664,UDP
147.32.84.193,147.32.80.9,2011-08-17 16:10:33.848820,UDP
147.32.84.204,147.32.80.9,2011-08-17 16:10:46.941456,UDP
147.32.84.205,64.18.5.10,2011-08-17 16:10:53.402554,TCP
147.32.84.191,65.54.234.24,2011-08-17 16:11:31.540214,TCP
147.32.84.207,68.178.232.100,2011-08-17 16:11:35.326810,TCP
147.32.84.205,147.32.80.9,2011-08-17 16:11:43.322693,UDP
147.32.84.205,98.137.54.238,2011-08-17 16:12:13.182496,TCP
147.32.84.208,147.32.80.9,2011-08-17 16:12:16.262149,UDP
147.32.84.209,216.32.180.22,2011-08-17 16:12:17.916094,TCP
147.32.84.208,147.32.80.9,2011-08-17 16:12:48.186837,UDP
147.32.84.206,147.32.80.9,2011-08-17 16:12:48.641094,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:12:53.614097,UDP
147.32.84.191,147.32.80.9,2011-08-17 16:12:56.252777,UDP
147.32.84.191,212.54.34.8,2011-08-17 16:13:01.118491,TCP
147.32.84.193,147.32.80.9,2011-08-17 16:13:05.166947,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:13:07.896611,UDP
147.32.84.193,95.59.75.170,2011-08-17 16:13:13.206079,TCP
147.32.84.207,147.32.80.9,2011-08-17 16:13:14.332609,UDP
147.32.84.209,147.32.80.9,2011-08-17 16:13:15.864710,UDP
147.32.84.204,147.32.80.9,2011-08-17 16:13:16.559945,UDP
147.32.84.209,147.32.80.9,2011-08-17 16:13:22.142937,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:13:41.073228,UDP
147.32.84.207,147.32.80.9,2011-08-17 16:13:54.562813,UDP
147.32.84.191,147.32.80.9,2011-08-17 16:13:54.676042,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:13:57.947772,UDP
147.32.84.207,147.32.80.9,2011-08-17 16:13:59.911952,UDP
147.32.84.205,147.32.80.9,2011-08-17 16:14:00.909430,UDP
147.32.84.193,147.32.80.9,2011-08-17 16:14:16.238207,UDP
147.32.84.193,74.125.39.27,2011-08-17 16:14:22.936138,TCP
147.32.84.208,147.32.80.9,2011-08-17 16:14:26.029149,UDP
147.32.84.206,65.54.188.72,2011-08-17 16:14:31.926750,TCP
147.32.84.207,147.32.80.9,2011-08-17 16:14:33.230344,UDP
147.32.84.193,147.32.80.9,2011-08-17 16:14:45.530367,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:14:53.738918,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:15:17.912491,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:15:23.887809,UDP
147.32.84.193,147.32.80.9,2011-08-17 16:15:24.654003,UDP
147.32.84.207,147.32.80.9,2011-08-17 16:15:33.745759,UDP
147.32.84.208,46.247.191.247,2011-08-17 16:15:36.044084,TCP
147.32.84.207,147.32.80.9,2011-08-17 16:15:36.510448,UDP
147.32.84.204,168.95.5.17,2011-08-17 16:15:42.648471,TCP
147.32.84.165,147.32.80.9,2011-08-17 16:15:57.007740,UDP
147.32.84.192,147.32.80.9,2011-08-17 16:16:00.324992,UDP
147.32.84.165,147.32.80.9,2011-08-17 16:16:05.338275,UDP
147.32.84.193,64.12.90.97,2011-08-17 16:16:11.374503,TCP
147.32.84.207,147.32.80.9,2011-08-17 16:16:20.333852,UDP
147.32.84.206,147.32.80.9,2011-08-17 16:16:21.240306,UDP
147.32.84.208,195.113.232.96,2011-08-17 16:16:37.689715,TCP
147.32.84.193,173.226.181.194,2011-08-17 16:16:40.739255,TCP
147.32.84.192,46.4.36.120,2011-08-17 16:16:42.082670,TCP
147.32.84.204,147.32.80.9,2011-08-17 16:16:42.365715,UDP
147.32.84.206,147.32.80.9,2011-08-17 16:16:45.078060,UDP
147.32.84.191,147.32.80.9,2011-08-17 16:16:59.198421,UDP
147.32.84.193,147.32.80.9,2011-08-17 16:16:59.842487,UDP
147.32.84.207,147.32.80.9,2011-08-17 16:17:05.629861,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:17:07.806167,UDP
147.32.84.206,147.32.80.9,2011-08-17 16:17:09.833849,UDP
147.32.84.206,147.32.80.9,2011-08-17 16:17:17.177198,UDP
147.32.84.207,147.32.80.9,2011-08-17 16:17:19.079595,UDP
147.32.84.206,147.32.80.9,2011-08-17 16:17:33.135360,UDP
147.32.84.193,147.32.80.9,2011-08-17 16:17:34.615983,UDP
147.32.84.193,147.32.80.9,2011-08-17 16:17:40.173469,UDP
147.32.84.207,74.125.39.27,2011-08-17 16:17:42.845113,TCP
147.32.84.207,147.32.80.9,2011-08-17 16:17:44.224770,UDP
147.32.84.205,147.32.80.9,2011-08-17 16:17:45.417982,UDP
147.32.84.209,46.4.36.120,2011-08-17 16:17:51.224318,TCP
147.32.84.191,147.32.80.9,2011-08-17 16:17:56.943292,UDP
147.32.84.193,147.32.80.9,2011-08-17 16:17:56.947714,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:18:01.329560,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:18:32.302097,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:18:32.416917,UDP
147.32.84.204,147.32.80.9,2011-08-17 16:18:36.160701,UDP
147.32.84.191,147.32.80.9,2011-08-17 16:18:49.409716,UDP
147.32.84.191,165.212.65.113,2011-08-17 16:18:57.752236,TCP
147.32.84.165,195.50.106.142,2011-08-17 16:18:59.734034,TCP
147.32.84.192,147.32.80.9,2011-08-17 16:19:13.402535,UDP
147.32.84.206,147.32.80.9,2011-08-17 16:19:20.690006,UDP
147.32.84.204,147.32.80.9,2011-08-17 16:19:26.242280,UDP
147.32.84.205,147.32.80.9,2011-08-17 16:19:29.037552,UDP
147.32.84.205,147.32.80.9,2011-08-17 16:19:36.118200,UDP
147.32.84.191,147.32.80.9,2011-08-17 16:19:43.403822,UDP
147.32.84.165,147.32.80.9,2011-08-17 16:19:46.632447,UDP
147.32.84.205,147.32.80.9,2011-08-17 16:19:52.791861,UDP
147.32.84.193,147.32.80.9,2011-08-17 16:20:03.829518,UDP
147.32.84.206,147.32.80.9,2011-08-17 16:20:13.767073,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:20:17.739366,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:20:17.794036,UDP
147.32.84.165,74.125.93.27,2011-08-17 16:20:18.467299,TCP
147.32.84.192,147.32.80.9,2011-08-17 16:20:25.505230,UDP
147.32.84.191,217.163.21.34,2011-08-17 16:20:31.254478,TCP
147.32.84.207,147.32.80.9,2011-08-17 16:20:37.843366,UDP
147.32.84.209,147.32.80.9,2011-08-17 16:20:42.122511,UDP
147.32.84.191,147.32.80.9,2011-08-17 16:20:44.651048,UDP
147.32.84.165,190.55.176.74,2011-08-17 16:20:51.943722,TCP
147.32.84.191,147.32.80.9,2011-08-17 16:20:59.549231,UDP
147.32.84.207,147.32.80.9,2011-08-17 16:21:14.838330,UDP
147.32.84.209,87.248.203.254,2011-08-17 16:21:18.711516,TCP
147.32.84.205,147.32.80.9,2011-08-17 16:21:29.824413,UDP
147.32.84.205,205.188.146.194,2011-08-17 16:21:38.984122,TCP
147.32.84.192,147.32.80.9,2011-08-17 16:21:48.691894,UDP
147.32.84.209,147.32.80.9,2011-08-17 16:21:54.555833,UDP
147.32.84.207,98.139.175.225,2011-08-17 16:21:54.998208,TCP
147.32.84.208,147.32.80.9,2011-08-17 16:21:55.373610,UDP
147.32.84.207,147.32.80.9,2011-08-17 16:22:19.821021,UDP
147.32.84.208,147.32.80.9,2011-08-17 16:22:27.207393,UDP
147.32.84.204,205.188.59.193,2011-08-17 16:22:34.529648,TCP
147.32.84.193,147.32.80.9,2011-08-17 16:22:35.074355,UDP
147.32.84.209,147.32.80.9,2011-08-17 16:22:36.494172,UDP
147.32.84.209,77.238.167.32,2011-08-17 16:22:45.474406,TCP
147.32.84.165,147.32.80.9,2011-08-17 16:22:48.420746,UDP
147.32.84.206,50.23.235.4,2011-08-17 16:22:49.870504,TCP
147.32.84.206,147.32.80.9,2011-08-17 16:22:59.439529,UDP
147.32.84.193,147.32.80.9,2011-08-17 16:23:08.246093,UDP
147.32.84.192,147.32.80.9,2011-08-17 16:23:09.699453,UDP
147.32.80.9,147.32.84.209,2011-08-17 16:23:26.071514,UDP
147.32.80.9,147.32.84.165,2011-08-17 16:23:26.324492,UDP
147.32.80.9,147.32.84.192,2011-08-17 16:23:26.431807,UDP
147.32.84.193,98.139.175.224,2011-08-17 16:23:35.311694,TCP
147.32.84.207,147.32.80.9,2011-08-17 16:23:40.794043,UDP
147.32.84.192,65.54.165.179,2011-08-17 16:23:45.078366,TCP
147.32.84.206,147.32.80.9,2011-08-17 16:23:45.344604,UDP
147.32.84.192,147.32.80.9,2011-08-17 16:23:50.527330,UDP
147.32.84.208,64.18.7.11,2011-08-17 16:23:51.355459,TCP
